country,country_code,income_group,method,region,year,outbound,increase_rate
Burkina Faso,BFA,Low income,THSN,Sub-Saharan Africa,2000,1249,74.929972
Burkina Faso,BFA,Low income,THSN,Sub-Saharan Africa,2001,654,-47.63811
Burkina Faso,BFA,Low income,THSN,Sub-Saharan Africa,2002,872,33.333333
Burkina Faso,BFA,Low income,THSN,Sub-Saharan Africa,2003,910,4.357798
Burkina Faso,BFA,Low income,THSN,Sub-Saharan Africa,2004,1473,61.868132
Burkina Faso,BFA,Low income,THSN,Sub-Saharan Africa,2005,1830,24.236253
Burkina Faso,BFA,Low income,THSN,Sub-Saharan Africa,2006,1520,-16.939891
Burkina Faso,BFA,Low income,THSN,Sub-Saharan Africa,2007,1990,30.921053
Burkina Faso,BFA,Low income,THSN,Sub-Saharan Africa,2008,1460,-26.633166
Burkina Faso,BFA,Low income,THSN,Sub-Saharan Africa,2009,1591,8.972603
Burkina Faso,BFA,Low income,THSN,Sub-Saharan Africa,2010,1898,19.29604
Burkina Faso,BFA,Low income,THSN,Sub-Saharan Africa,2011,1587,-16.385669
Burkina Faso,BFA,Low income,THSN,Sub-Saharan Africa,2012,2262,42.533081
Burkina Faso,BFA,Low income,THSN,Sub-Saharan Africa,2013,2492,10.167993
Cambodia,KHM,Low income,TFR,East Asia & Pacific,1995,22886,
Cambodia,KHM,Low income,TFR,East Asia & Pacific,1996,22029,-3.744647
Cambodia,KHM,Low income,TFR,East Asia & Pacific,1997,17282,-21.548867
Cambodia,KHM,Low income,TFR,East Asia & Pacific,1998,18035,4.357135
Cambodia,KHM,Low income,TFR,East Asia & Pacific,1999,26805,48.627668
Cambodia,KHM,Low income,TFR,East Asia & Pacific,2000,30586,14.105577
Cambodia,KHM,Low income,TFR,East Asia & Pacific,2001,32002,4.629569
Cambodia,KHM,Low income,TFR,East Asia & Pacific,2002,54045,68.88007
Cambodia,KHM,Low income,TFR,East Asia & Pacific,2003,38664,-28.459617
Cambodia,KHM,Low income,TFR,East Asia & Pacific,2004,46325,19.814298
Cambodia,KHM,Low income,TFR,East Asia & Pacific,2005,59153,27.691311
Cambodia,KHM,Low income,TFR,East Asia & Pacific,2006,80540,36.155394
Cambodia,KHM,Low income,TFR,East Asia & Pacific,2007,118417,47.028806
Cambodia,KHM,Low income,TFR,East Asia & Pacific,2008,129626,9.465702
Cambodia,KHM,Low income,TFR,East Asia & Pacific,2009,128210,-1.092373
Cambodia,KHM,Low income,TFR,East Asia & Pacific,2010,177636,38.550815
Cambodia,KHM,Low income,TFR,East Asia & Pacific,2011,247197,39.159292
Cambodia,KHM,Low income,TFR,East Asia & Pacific,2012,333894,35.072028
Cambodia,KHM,Low income,TFR,East Asia & Pacific,2013,463123,38.703601
Cambodia,KHM,Low income,TFR,East Asia & Pacific,2014,560335,20.990536
Canada,CAN,High income: OECD,TFR,North America,1998,51800,
Canada,CAN,High income: OECD,TFR,North America,1999,59600,15.057915
Canada,CAN,High income: OECD,TFR,North America,2000,73459,23.253356
Canada,CAN,High income: OECD,TFR,North America,2001,81293,10.664452
Canada,CAN,High income: OECD,TFR,North America,2002,96142,18.266025
Canada,CAN,High income: OECD,TFR,North America,2003,76475,-20.4562
Canada,CAN,High income: OECD,TFR,North America,2004,101883,33.223929
Canada,CAN,High income: OECD,TFR,North America,2005,117490,15.318552
Canada,CAN,High income: OECD,TFR,North America,2006,144601,23.075155
Canada,CAN,High income: OECD,TFR,North America,2007,152200,5.25515
Canada,CAN,High income: OECD,TFR,North America,2008,159927,5.076873
Canada,CAN,High income: OECD,TFR,North America,2009,160833,0.566508
Canada,CAN,High income: OECD,TFR,North America,2010,194979,21.230718
Canada,CAN,High income: OECD,TFR,North America,2011,243692,24.983716
Canada,CAN,High income: OECD,TFR,North America,2012,288279,18.296456
Canada,CAN,High income: OECD,TFR,North America,2013,352597,22.311025
Canada,CAN,High income: OECD,TFR,North America,2014,454030,28.767403
Cayman Islands,CYM,High income: nonOECD,TFR,Latin America & Caribbean,2000,55,
Cayman Islands,CYM,High income: nonOECD,TFR,Latin America & Caribbean,2001,66,20
Cayman Islands,CYM,High income: nonOECD,TFR,Latin America & Caribbean,2002,53,-19.69697
Cayman Islands,CYM,High income: nonOECD,TFR,Latin America & Caribbean,2003,23,-56.603774
Cayman Islands,CYM,High income: nonOECD,TFR,Latin America & Caribbean,2004,31,34.782609
Cayman Islands,CYM,High income: nonOECD,TFR,Latin America & Caribbean,2005,40,29.032258
Cayman Islands,CYM,High income: nonOECD,TFR,Latin America & Caribbean,2006,68,70
Cayman Islands,CYM,High income: nonOECD,TFR,Latin America & Caribbean,2007,56,-17.647059
Cayman Islands,CYM,High income: nonOECD,TFR,Latin America & Caribbean,2008,71,26.785714
Cayman Islands,CYM,High income: nonOECD,TFR,Latin America & Caribbean,2009,51,-28.169014
Cayman Islands,CYM,High income: nonOECD,TFR,Latin America & Caribbean,2010,47,-7.843137
Cayman Islands,CYM,High income: nonOECD,TFR,Latin America & Caribbean,2011,119,153.191489
Cayman Islands,CYM,High income: nonOECD,TFR,Latin America & Caribbean,2012,193,62.184874
Central African Republic,CAF,Low income,TFN,Sub-Saharan Africa,1998,118,
Central African Republic,CAF,Low income,TFN,Sub-Saharan Africa,2000,257,117.79661
Central African Republic,CAF,Low income,TFN,Sub-Saharan Africa,2001,209,-18.677043
Central African Republic,CAF,Low income,TFN,Sub-Saharan Africa,2002,31,-85.167464
Central African Republic,CAF,Low income,TFN,Sub-Saharan Africa,2003,141,354.83871
Central African Republic,CAF,Low income,TFN,Sub-Saharan Africa,2004,134,-4.964539
Central African Republic,CAF,Low income,TFN,Sub-Saharan Africa,2005,150,11.940299
Central African Republic,CAF,Low income,TFN,Sub-Saharan Africa,2006,173,15.333333
Central African Republic,CAF,Low income,TFN,Sub-Saharan Africa,2007,226,30.635838
Central African Republic,CAF,Low income,TFN,Sub-Saharan Africa,2008,292,29.20354
Central African Republic,CAF,Low income,TFN,Sub-Saharan Africa,2009,1748,498.630137
Central African Republic,CAF,Low income,TFN,Sub-Saharan Africa,2010,1997,14.244851
Central African Republic,CAF,Low income,TFN,Sub-Saharan Africa,2011,2300,15.172759
Central African Republic,CAF,Low income,TFN,Sub-Saharan Africa,2012,2125,-7.608696
Chad,TCD,Low income,THSN,Sub-Saharan Africa,1995,46,
Chad,TCD,Low income,THSN,Sub-Saharan Africa,1996,47,2.173913
Chad,TCD,Low income,THSN,Sub-Saharan Africa,1997,37,-21.276596
Chad,TCD,Low income,THSN,Sub-Saharan Africa,1998,44,18.918919
Chad,TCD,Low income,THSN,Sub-Saharan Africa,1999,34,-22.727273
Chad,TCD,Low income,THSN,Sub-Saharan Africa,2000,40,17.647059
Chad,TCD,Low income,THSN,Sub-Saharan Africa,2001,16,-60
Chad,TCD,Low income,THSN,Sub-Saharan Africa,2002,103,543.75
Chad,TCD,Low income,THSN,Sub-Saharan Africa,2003,96,-6.796117
Chad,TCD,Low income,THSN,Sub-Saharan Africa,2004,128,33.333333
Chad,TCD,Low income,THSN,Sub-Saharan Africa,2005,183,42.96875
Chad,TCD,Low income,THSN,Sub-Saharan Africa,2006,26,-85.79235
Chad,TCD,Low income,THSN,Sub-Saharan Africa,2007,65,150
Chad,TCD,Low income,THSN,Sub-Saharan Africa,2008,77,18.461538
Chad,TCD,Low income,THSN,Sub-Saharan Africa,2009,536,596.103896
Chad,TCD,Low income,THSN,Sub-Saharan Africa,2010,57,-89.365672
Chad,TCD,Low income,THSN,Sub-Saharan Africa,2011,544,854.385965
Chad,TCD,Low income,THSN,Sub-Saharan Africa,2012,535,-1.654412
Chad,TCD,Low income,THSN,Sub-Saharan Africa,2013,393,-26.542056
Chile,CHL,High income: OECD,TFN,Latin America & Caribbean,1995,187,
Chile,CHL,High income: OECD,TFN,Latin America & Caribbean,1997,1056,464.705882
Chile,CHL,High income: OECD,TFN,Latin America & Caribbean,1998,1684,59.469697
Chile,CHL,High income: OECD,TFN,Latin America & Caribbean,1999,1514,-10.095012
Chile,CHL,High income: OECD,TFN,Latin America & Caribbean,2000,2314,52.840159
Chile,CHL,High income: OECD,TFN,Latin America & Caribbean,2001,1045,-54.840104
Chile,CHL,High income: OECD,TFN,Latin America & Caribbean,2002,705,-32.535885
Chile,CHL,High income: OECD,TFN,Latin America & Caribbean,2003,2857,305.248227
Chile,CHL,High income: OECD,TFN,Latin America & Caribbean,2004,6356,122.471124
Chile,CHL,High income: OECD,TFN,Latin America & Caribbean,2005,6397,0.64506
Chile,CHL,High income: OECD,TFN,Latin America & Caribbean,2006,7707,20.478349
Chile,CHL,High income: OECD,TFN,Latin America & Caribbean,2007,8516,10.496951
Chile,CHL,High income: OECD,TFN,Latin America & Caribbean,2008,6303,-25.986379
Chile,CHL,High income: OECD,TFN,Latin America & Caribbean,2009,6256,-0.745677
Chile,CHL,High income: OECD,TFN,Latin America & Caribbean,2010,6787,8.487852
Chile,CHL,High income: OECD,TFN,Latin America & Caribbean,2011,10076,48.460292
Chile,CHL,High income: OECD,TFN,Latin America & Caribbean,2012,12088,19.968241
Chile,CHL,High income: OECD,TFN,Latin America & Caribbean,2013,11289,-6.609861
Chile,CHL,High income: OECD,TFN,Latin America & Caribbean,2014,11018,-2.400567
Colombia,COL,Upper middle income,TFR,Latin America & Caribbean,2008,3296,
Colombia,COL,Upper middle income,TFR,Latin America & Caribbean,2009,4264,29.368932
Colombia,COL,Upper middle income,TFR,Latin America & Caribbean,2010,3378,-20.778612
Colombia,COL,Upper middle income,TFR,Latin America & Caribbean,2011,4196,24.215512
Colombia,COL,Upper middle income,TFR,Latin America & Caribbean,2012,5604,33.555767
Colombia,COL,Upper middle income,TFR,Latin America & Caribbean,2013,6125,9.296931
Congo,COG,Lower middle income,THSR,Sub-Saharan Africa,2008,349,
Congo,COG,Lower middle income,THSR,Sub-Saharan Africa,2009,994,184.813754
Congo,COG,Lower middle income,THSR,Sub-Saharan Africa,2010,1351,35.915493
Congo,COG,Lower middle income,THSR,Sub-Saharan Africa,2011,2592,91.857883
Congo,COG,Lower middle income,THSR,Sub-Saharan Africa,2012,3452,33.179012
Congo,COG,Lower middle income,THSR,Sub-Saharan Africa,2013,5750,66.570104
Democratic Republic of the Congo,COD,Low income,TFN,Sub-Saharan Africa,2013,4219,-26.626087
Costa Rica,CRI,Upper middle income,TFN,Latin America & Caribbean,1995,4565,
Costa Rica,CRI,Upper middle income,TFN,Latin America & Caribbean,1996,5025,10.07667
Costa Rica,CRI,Upper middle income,TFN,Latin America & Caribbean,1997,4662,-7.223881
Costa Rica,CRI,Upper middle income,TFN,Latin America & Caribbean,1998,5116,9.73831
Costa Rica,CRI,Upper middle income,TFN,Latin America & Caribbean,1999,5578,9.030493
Costa Rica,CRI,Upper middle income,TFN,Latin America & Caribbean,2000,5548,-0.537827
Costa Rica,CRI,Upper middle income,TFN,Latin America & Caribbean,2001,4712,-15.068493
Costa Rica,CRI,Upper middle income,TFN,Latin America & Caribbean,2002,4937,4.775042
Costa Rica,CRI,Upper middle income,TFN,Latin America & Caribbean,2003,2249,-54.44602
Costa Rica,CRI,Upper middle income,TFN,Latin America & Caribbean,2004,1517,-32.547799
Costa Rica,CRI,Upper middle income,TFN,Latin America & Caribbean,2005,1203,-20.698748
Costa Rica,CRI,Upper middle income,TFN,Latin America & Caribbean,2006,1545,28.428928
Costa Rica,CRI,Upper middle income,TFN,Latin America & Caribbean,2007,2157,39.61165
Costa Rica,CRI,Upper middle income,TFN,Latin America & Caribbean,2008,2992,38.711173
Costa Rica,CRI,Upper middle income,TFN,Latin America & Caribbean,2009,3346,11.831551
Costa Rica,CRI,Upper middle income,TFN,Latin America & Caribbean,2010,3588,7.232516
Costa Rica,CRI,Upper middle income,TFN,Latin America & Caribbean,2011,3589,0.027871
Costa Rica,CRI,Upper middle income,TFN,Latin America & Caribbean,2012,6573,83.142937
Costa Rica,CRI,Upper middle income,TFN,Latin America & Caribbean,2013,7791,18.530351
Costa Rica,CRI,Upper middle income,TFN,Latin America & Caribbean,2014,7395,-5.082788
Croatia,HRV,High income: nonOECD,TCER,Europe & Central Asia,2007,6381,
Croatia,HRV,High income: nonOECD,TCER,Europe & Central Asia,2008,6302,-1.23805
Croatia,HRV,High income: nonOECD,TCER,Europe & Central Asia,2009,7534,19.549349
Croatia,HRV,High income: nonOECD,TCER,Europe & Central Asia,2010,13195,75.139368
Croatia,HRV,High income: nonOECD,TCER,Europe & Central Asia,2011,22459,70.208412
Croatia,HRV,High income: nonOECD,TCER,Europe & Central Asia,2012,43249,92.568681
Croatia,HRV,High income: nonOECD,TCER,Europe & Central Asia,2013,41973,-2.950357
Croatia,HRV,High income: nonOECD,TCER,Europe & Central Asia,2014,61215,45.843757
Cuba,CUB,Upper middle income,VFR,Latin America & Caribbean,1995,1365,
Cuba,CUB,Upper middle income,VFR,Latin America & Caribbean,1996,1594,16.776557
Cuba,CUB,Upper middle income,VFR,Latin America & Caribbean,1997,1753,9.974906
Cuba,CUB,Upper middle income,VFR,Latin America & Caribbean,1998,1922,9.640616
Cuba,CUB,Upper middle income,VFR,Latin America & Caribbean,1999,3156,64.203954
Cuba,CUB,Upper middle income,VFR,Latin America & Caribbean,2000,4940,56.52725
Cuba,CUB,Upper middle income,VFR,Latin America & Caribbean,2001,6066,22.793522
Cuba,CUB,Upper middle income,VFR,Latin America & Caribbean,2002,4366,-28.025058
Cuba,CUB,Upper middle income,VFR,Latin America & Caribbean,2003,4811,10.192396
Cuba,CUB,Upper middle income,VFR,Latin America & Caribbean,2004,7007,45.645396
Cuba,CUB,Upper middle income,VFR,Latin America & Caribbean,2005,8700,24.161553
Cuba,CUB,Upper middle income,VFR,Latin America & Caribbean,2006,9276,6.62069
Cuba,CUB,Upper middle income,VFR,Latin America & Caribbean,2007,10864,17.119448
Cuba,CUB,Upper middle income,VFR,Latin America & Caribbean,2008,11252,3.571429
Cuba,CUB,Upper middle income,VFR,Latin America & Caribbean,2009,12352,9.77604
Cuba,CUB,Upper middle income,VFR,Latin America & Caribbean,2010,11247,-8.94592
Cuba,CUB,Upper middle income,VFR,Latin America & Caribbean,2011,14749,31.137192
Cuba,CUB,Upper middle income,VFR,Latin America & Caribbean,2012,18836,27.710353
Cuba,CUB,Upper middle income,VFR,Latin America & Caribbean,2013,22218,17.95498
Cyprus,CYP,High income: nonOECD,TCER,Europe & Central Asia,2005,679,
Cyprus,CYP,High income: nonOECD,TCER,Europe & Central Asia,2006,790,16.34757
Cyprus,CYP,High income: nonOECD,TCER,Europe & Central Asia,2007,776,-1.772152
Cyprus,CYP,High income: nonOECD,TCER,Europe & Central Asia,2008,1084,39.690722
Cyprus,CYP,High income: nonOECD,TCER,Europe & Central Asia,2009,1508,39.114391
Cyprus,CYP,High income: nonOECD,TCER,Europe & Central Asia,2010,1760,16.710875
Cyprus,CYP,High income: nonOECD,TCER,Europe & Central Asia,2011,1656,-5.909091
Cyprus,CYP,High income: nonOECD,TCER,Europe & Central Asia,2012,3601,117.451691
Cyprus,CYP,High income: nonOECD,TCER,Europe & Central Asia,2013,4864,35.073591
Cyprus,CYP,High income: nonOECD,TCER,Europe & Central Asia,2014,7008,44.078947
Czech Republic,CZE,High income: OECD,TCEN,Europe & Central Asia,2005,17806,
Czech Republic,CZE,High income: OECD,TCEN,Europe & Central Asia,2006,29710,66.853869
Czech Republic,CZE,High income: OECD,TCEN,Europe & Central Asia,2007,38421,29.320094
Czech Republic,CZE,High income: OECD,TCEN,Europe & Central Asia,2008,53108,38.226491
Czech Republic,CZE,High income: OECD,TCEN,Europe & Central Asia,2009,61798,16.362883
Czech Republic,CZE,High income: OECD,TCEN,Europe & Central Asia,2010,79186,28.136833
Czech Republic,CZE,High income: OECD,TCEN,Europe & Central Asia,2011,108629,37.182078
Czech Republic,CZE,High income: OECD,TCEN,Europe & Central Asia,2012,152866,40.723011
Czech Republic,CZE,High income: OECD,TCEN,Europe & Central Asia,2013,174263,13.997226
Czech Republic,CZE,High income: OECD,TCEN,Europe & Central Asia,2014,211014,21.089388
Denmark,DNK,High income: OECD,TCER,Europe & Central Asia,2012,30228,
Denmark,DNK,High income: OECD,TCER,Europe & Central Asia,2013,39638,31.130078
Dominica,DMA,Upper middle income,TFR,Latin America & Caribbean,1996,120,
Dominica,DMA,Upper middle income,TFR,Latin America & Caribbean,1997,529,340.833333
Dominica,DMA,Upper middle income,TFR,Latin America & Caribbean,1998,126,-76.181474
Dominica,DMA,Upper middle income,TFR,Latin America & Caribbean,1999,24,-80.952381
Dominica,DMA,Upper middle income,TFR,Latin America & Caribbean,2000,107,345.833333
Dominica,DMA,Upper middle income,TFR,Latin America & Caribbean,2001,190,77.570093
Dominica,DMA,Upper middle income,TFR,Latin America & Caribbean,2002,165,-13.157895
Dominica,DMA,Upper middle income,TFR,Latin America & Caribbean,2003,182,10.30303
Dominica,DMA,Upper middle income,TFR,Latin America & Caribbean,2004,149,-18.131868
Dominica,DMA,Upper middle income,TFR,Latin America & Caribbean,2005,307,106.040269
Dominica,DMA,Upper middle income,TFR,Latin America & Caribbean,2006,266,-13.355049
Dominica,DMA,Upper middle income,TFR,Latin America & Caribbean,2007,287,7.894737
Dominica,DMA,Upper middle income,TFR,Latin America & Caribbean,2008,147,-48.780488
Dominica,DMA,Upper middle income,TFR,Latin America & Caribbean,2009,178,21.088435
Dominica,DMA,Upper middle income,TFR,Latin America & Caribbean,2010,227,27.52809
Dominica,DMA,Upper middle income,TFR,Latin America & Caribbean,2011,341,50.220264
Dominica,DMA,Upper middle income,TFR,Latin America & Caribbean,2012,360,5.571848
Dominica,DMA,Upper middle income,TFR,Latin America & Caribbean,2013,286,-20.555556
Dominica,DMA,Upper middle income,TFR,Latin America & Caribbean,2014,299,4.545455
Dominican Republic,DOM,Upper middle income,TFR,Latin America & Caribbean,2002,336,
Dominican Republic,DOM,Upper middle income,TFR,Latin America & Caribbean,2003,255,-24.107143
Dominican Republic,DOM,Upper middle income,TFR,Latin America & Caribbean,2004,249,-2.352941
Dominican Republic,DOM,Upper middle income,TFR,Latin America & Caribbean,2005,199,-20.080321
Dominican Republic,DOM,Upper middle income,TFR,Latin America & Caribbean,2006,262,31.658291
Dominican Republic,DOM,Upper middle income,TFR,Latin America & Caribbean,2007,534,103.816794
Dominican Republic,DOM,Upper middle income,TFR,Latin America & Caribbean,2008,491,-8.052434
Dominican Republic,DOM,Upper middle income,TFR,Latin America & Caribbean,2009,381,-22.403259
Dominican Republic,DOM,Upper middle income,TFR,Latin America & Caribbean,2010,646,69.553806
Dominican Republic,DOM,Upper middle income,TFR,Latin America & Caribbean,2011,901,39.473684
Dominican Republic,DOM,Upper middle income,TFR,Latin America & Caribbean,2012,963,6.881243
Dominican Republic,DOM,Upper middle income,TFR,Latin America & Caribbean,2013,1205,25.129803
Dominican Republic,DOM,Upper middle income,TFR,Latin America & Caribbean,2014,1412,17.178423
Ecuador,ECU,Upper middle income,VFN,Latin America & Caribbean,2004,3710,
Ecuador,ECU,Upper middle income,VFN,Latin America & Caribbean,2005,3229,-12.96496
Ecuador,ECU,Upper middle income,VFN,Latin America & Caribbean,2006,3567,10.467637
Ecuador,ECU,Upper middle income,VFN,Latin America & Caribbean,2007,4855,36.108775
Ecuador,ECU,Upper middle income,VFN,Latin America & Caribbean,2008,14287,194.273944
Ecuador,ECU,Upper middle income,VFN,Latin America & Caribbean,2009,7844,-45.096941
Ecuador,ECU,Upper middle income,VFN,Latin America & Caribbean,2010,6879,-12.302397
Ecuador,ECU,Upper middle income,VFN,Latin America & Caribbean,2011,9296,35.135921
Ecuador,ECU,Upper middle income,VFN,Latin America & Caribbean,2012,12245,31.723322
Ecuador,ECU,Upper middle income,VFN,Latin America & Caribbean,2013,14613,19.338506
Ecuador,ECU,Upper middle income,VFN,Latin America & Caribbean,2014,17433,19.297885
Egypt,EGY,Lower middle income,VFN,Middle East & North Africa,1995,5930,
Egypt,EGY,Lower middle income,VFN,Middle East & North Africa,1996,7001,18.060708
Egypt,EGY,Lower middle income,VFN,Middle East & North Africa,1997,6932,-0.985573
Egypt,EGY,Lower middle income,VFN,Middle East & North Africa,1998,8272,19.330641
Egypt,EGY,Lower middle income,VFN,Middle East & North Africa,1999,11189,35.26354
Egypt,EGY,Lower middle income,VFN,Middle East & North Africa,2000,13779,23.147734
Egypt,EGY,Lower middle income,VFN,Middle East & North Africa,2001,12962,-5.929313
Egypt,EGY,Lower middle income,VFN,Middle East & North Africa,2002,21801,68.191637
Egypt,EGY,Lower middle income,VFN,Middle East & North Africa,2003,21381,-1.926517
Egypt,EGY,Lower middle income,VFN,Middle East & North Africa,2004,30363,42.009261
Egypt,EGY,Lower middle income,VFN,Middle East & North Africa,2005,35327,16.348846
Egypt,EGY,Lower middle income,VFN,Middle East & North Africa,2006,51371,45.415688
Egypt,EGY,Lower middle income,VFN,Middle East & North Africa,2007,80447,56.600027
Egypt,EGY,Lower middle income,VFN,Middle East & North Africa,2008,67714,-15.827812
Egypt,EGY,Lower middle income,VFN,Middle East & North Africa,2009,80933,19.521812
Egypt,EGY,Lower middle income,VFN,Middle East & North Africa,2010,106227,31.253012
Egypt,EGY,Lower middle income,VFN,Middle East & North Africa,2011,48620,-54.230092
Egypt,EGY,Lower middle income,VFN,Middle East & North Africa,2012,61155,25.781571
Egypt,EGY,Lower middle income,VFN,Middle East & North Africa,2013,55453,-9.323849
El Salvador,SLV,Lower middle income,TFN,Latin America & Caribbean,1995,429,
El Salvador,SLV,Lower middle income,TFN,Latin America & Caribbean,1996,542,26.340326
El Salvador,SLV,Lower middle income,TFN,Latin America & Caribbean,1997,1196,120.664207
El Salvador,SLV,Lower middle income,TFN,Latin America & Caribbean,1998,1893,58.277592
El Salvador,SLV,Lower middle income,TFN,Latin America & Caribbean,1999,472,-75.066033
El Salvador,SLV,Lower middle income,TFN,Latin America & Caribbean,2000,744,57.627119
El Salvador,SLV,Lower middle income,TFN,Latin America & Caribbean,2001,339,-54.435484
El Salvador,SLV,Lower middle income,TFN,Latin America & Caribbean,2002,436,28.613569
El Salvador,SLV,Lower middle income,TFN,Latin America & Caribbean,2003,145,-66.743119
El Salvador,SLV,Lower middle income,TFN,Latin America & Caribbean,2004,129,-11.034483
El Salvador,SLV,Lower middle income,TFN,Latin America & Caribbean,2005,170,31.782946
El Salvador,SLV,Lower middle income,TFN,Latin America & Caribbean,2006,621,265.294118
El Salvador,SLV,Lower middle income,TFN,Latin America & Caribbean,2007,338,-45.571659
El Salvador,SLV,Lower middle income,TFN,Latin America & Caribbean,2008,1714,407.100592
El Salvador,SLV,Lower middle income,TFN,Latin America & Caribbean,2009,704,-58.926488
El Salvador,SLV,Lower middle income,TFN,Latin America & Caribbean,2010,2276,223.295455
El Salvador,SLV,Lower middle income,TFN,Latin America & Caribbean,2011,1527,-32.908612
El Salvador,SLV,Lower middle income,TFN,Latin America & Caribbean,2012,1452,-4.911591
El Salvador,SLV,Lower middle income,TFN,Latin America & Caribbean,2013,2226,53.305785
Eritrea,ERI,Low income,VFN,Sub-Saharan Africa,1995,204,
Eritrea,ERI,Low income,VFN,Sub-Saharan Africa,1996,203,-0.490196
Eritrea,ERI,Low income,VFN,Sub-Saharan Africa,1997,271,33.497537
Eritrea,ERI,Low income,VFN,Sub-Saharan Africa,1998,295,8.856089
Eritrea,ERI,Low income,VFN,Sub-Saharan Africa,1999,93,-68.474576
Eritrea,ERI,Low income,VFN,Sub-Saharan Africa,2000,166,78.494624
Eritrea,ERI,Low income,VFN,Sub-Saharan Africa,2001,423,154.819277
Eritrea,ERI,Low income,VFN,Sub-Saharan Africa,2002,210,-50.35461
Eritrea,ERI,Low income,VFN,Sub-Saharan Africa,2003,279,32.857143
Eritrea,ERI,Low income,VFN,Sub-Saharan Africa,2004,340,21.863799
Eritrea,ERI,Low income,VFN,Sub-Saharan Africa,2005,245,-27.941176
Eritrea,ERI,Low income,VFN,Sub-Saharan Africa,2006,327,33.469388
Eritrea,ERI,Low income,VFN,Sub-Saharan Africa,2007,374,14.373089
Eritrea,ERI,Low income,VFN,Sub-Saharan Africa,2008,468,25.13369
Eritrea,ERI,Low income,VFN,Sub-Saharan Africa,2009,671,43.376068
Eritrea,ERI,Low income,VFN,Sub-Saharan Africa,2010,594,-11.47541
Eritrea,ERI,Low income,VFN,Sub-Saharan Africa,2011,871,46.632997
Estonia,EST,High income: OECD,TCER,Europe & Central Asia,2005,804,
Estonia,EST,High income: OECD,TCER,Europe & Central Asia,2006,1152,43.283582
Estonia,EST,High income: OECD,TCER,Europe & Central Asia,2007,1020,-11.458333
Estonia,EST,High income: OECD,TCER,Europe & Central Asia,2008,1895,85.784314
Estonia,EST,High income: OECD,TCER,Europe & Central Asia,2009,2058,8.601583
Estonia,EST,High income: OECD,TCER,Europe & Central Asia,2010,2823,37.172012
Estonia,EST,High income: OECD,TCER,Europe & Central Asia,2011,5549,96.563939
Estonia,EST,High income: OECD,TCER,Europe & Central Asia,2012,5934,6.938187
Estonia,EST,High income: OECD,TCER,Europe & Central Asia,2013,7806,31.547017
Estonia,EST,High income: OECD,TCER,Europe & Central Asia,2014,11689,49.743787
Ethiopia,ETH,Low income,TFR,Sub-Saharan Africa,1998,1178,
Ethiopia,ETH,Low income,TFR,Sub-Saharan Africa,1999,1382,17.317487
Ethiopia,ETH,Low income,TFR,Sub-Saharan Africa,2000,1495,8.176556
Ethiopia,ETH,Low income,TFR,Sub-Saharan Africa,2001,1751,17.123746
Ethiopia,ETH,Low income,TFR,Sub-Saharan Africa,2002,1978,12.964021
Ethiopia,ETH,Low income,TFR,Sub-Saharan Africa,2003,3318,67.745197
Ethiopia,ETH,Low income,TFR,Sub-Saharan Africa,2004,4172,25.738397
Ethiopia,ETH,Low income,TFR,Sub-Saharan Africa,2005,7649,83.341323
Ethiopia,ETH,Low income,TFR,Sub-Saharan Africa,2007,12325,61.132174
Ethiopia,ETH,Low income,TFR,Sub-Saharan Africa,2008,13791,11.894523
Ethiopia,ETH,Low income,TFR,Sub-Saharan Africa,2009,18968,37.538975
Ethiopia,ETH,Low income,TFR,Sub-Saharan Africa,2010,22722,19.791227
Ethiopia,ETH,Low income,TFR,Sub-Saharan Africa,2011,20197,-11.112578
Ethiopia,ETH,Low income,TFR,Sub-Saharan Africa,2012,35383,75.189385
Ethiopia,ETH,Low income,TFR,Sub-Saharan Africa,2013,31688,-10.442868
Fiji,FJI,Upper middle income,TFR,East Asia & Pacific,2009,4087,
Fiji,FJI,Upper middle income,TFR,East Asia & Pacific,2010,18147,344.017617
Fiji,FJI,Upper middle income,TFR,East Asia & Pacific,2011,24389,34.39687
Fiji,FJI,Upper middle income,TFR,East Asia & Pacific,2012,26395,8.225019
Fiji,FJI,Upper middle income,TFR,East Asia & Pacific,2013,23423,-11.259708
Fiji,FJI,Upper middle income,TFR,East Asia & Pacific,2014,28333,20.962302
Finland,FIN,High income: OECD,TCER,Europe & Central Asia,1997,10910,
Finland,FIN,High income: OECD,TCER,Europe & Central Asia,1998,10657,-2.318973
Finland,FIN,High income: OECD,TCER,Europe & Central Asia,1999,11385,6.831191
Finland,FIN,High income: OECD,TCER,Europe & Central Asia,2000,14110,23.935002
Finland,FIN,High income: OECD,TCER,Europe & Central Asia,2001,24992,77.122608
Finland,FIN,High income: OECD,TCER,Europe & Central Asia,2002,44577,78.365077
Finland,FIN,High income: OECD,TCER,Europe & Central Asia,2003,40755,-8.573928
Finland,FIN,High income: OECD,TCER,Europe & Central Asia,2004,49384,21.172862
Finland,FIN,High income: OECD,TCER,Europe & Central Asia,2005,37435,-24.196096
Finland,FIN,High income: OECD,TCER,Europe & Central Asia,2006,49399,31.959396
Finland,FIN,High income: OECD,TCER,Europe & Central Asia,2007,53299,7.894897
Finland,FIN,High income: OECD,TCER,Europe & Central Asia,2008,39866,-25.2031
